model,odometer,price,DAS,accident_history,EMI,State Abb,State
Model Y,18065,47400,Enhanced Autopilot,No Accidents,772,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,MN,Minnesota
Model Y,5430,49200,Enhanced Autopilot,No Accidents,804,NC,North Carolina
Model Y,1409,49200,Autopilot,No Accidents,804,MD,Maryland
Model Y,28591,49900,Full Self-Driving ,No Accidents,817,GA,Georgia
Model Y,17791,50600,Full Self-Driving ,No Accidents,829,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model Y,13396,52100,Full Self-Driving ,No Accidents,856,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model Y,13396,52100,Full Self-Driving ,No Accidents,856,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model Y,13396,52100,Full Self-Driving ,No Accidents,856,CA,California
Model Y,18065,47400,Enhanced Autopilot,No Accidents,772,MN,Minnesota
Model Y,5430,49200,Enhanced Autopilot,No Accidents,804,NC,North Carolina
Model Y,1409,49200,Autopilot,No Accidents,804,MD,Maryland
Model Y,28591,49900,Full Self-Driving ,No Accidents,817,GA,Georgia
Model Y,18065,47400,Enhanced Autopilot,No Accidents,772,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,MN,Minnesota
Model Y,5430,49200,Enhanced Autopilot,No Accidents,804,NC,North Carolina
Model Y,1409,49200,Autopilot,No Accidents,804,MD,Maryland
Model Y,28591,49900,Full Self-Driving ,No Accidents,817,GA,Georgia
Model Y,17791,50600,Full Self-Driving ,No Accidents,829,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,AZ,Arizona
Model 3,66484,26900,Enhanced Autopilot,No Accidents,403,NJ,New Jersey
Model 3,69055,27200,Enhanced Autopilot,No Accidents,408,NJ,New Jersey
Model 3,74325,27700,Full Self-Driving ,No Accidents,417,NC,North Carolina
Model 3,55046,28000,Enhanced Autopilot,No Accidents,423,CO,Colorado
Model 3,73673,28200,Full Self-Driving ,No Accidents,426,CA,California
Model 3,94501,28300,Full Self-Driving ,No Accidents,428,MN,Minnesota
Model 3,60169,28700,Autopilot,No Accidents,435,MN,Minnesota
Model 3,36915,28800,Full Self-Driving ,Previously Repaired,437,NC,North Carolina
Model 3,28835,28900,Enhanced Autopilot,No Accidents,439,CA,California
Model 3,44515,29000,Autopilot,No Accidents,441,WA,Washington
Model 3,46665,29100,Autopilot,No Accidents,442,CA,California
Model 3,72880,29400,Enhanced Autopilot,No Accidents,448,WA,Washington
Model 3,35241,29800,Full Self-Driving ,No Accidents,455,GA,Georgia
Model 3,28657,29900,Autopilot,No Accidents,457,CA,California
Model 3,23289,29900,Enhanced Autopilot,No Accidents,457,IL,Illinois
Model 3,37771,30100,Enhanced Autopilot,No Accidents,460,FL,Florida
Model 3,48601,30300,Full Self-Driving ,No Accidents,464,MD,Maryland
Model 3,46632,30800,Full Self-Driving ,No Accidents,473,MD,Maryland
Model 3,67989,30900,Full Self-Driving ,No Accidents,475,MD,Maryland
Model 3,39546,31000,Enhanced Autopilot,No Accidents,477,CA,California
Model 3,34364,31600,Full Self-Driving ,No Accidents,487,FL,Florida
Model 3,33637,32000,Full Self-Driving ,Previously Repaired,495,FL,Florida
Model 3,41845,32100,Full Self-Driving ,No Accidents,496,MD,Maryland
Model 3,32681,32100,Enhanced Autopilot,No Accidents,496,MD,Maryland
Model 3,25926,32800,Enhanced Autopilot,No Accidents,509,MA,Massachusetts
Model 3,38106,32800,Enhanced Autopilot,No Accidents,509,MD,Maryland
Model 3,53423,33100,Full Self-Driving ,No Accidents,514,NC,North Carolina
Model 3,35795,33200,Full Self-Driving ,Previously Repaired,516,CA,California
Model 3,38477,33300,Full Self-Driving ,No Accidents,518,PA,Pennsylvania
Model 3,13316,33400,Enhanced Autopilot,No Accidents,520,GA,Georgia
Model 3,34671,33700,Enhanced Autopilot,No Accidents,525,WA,Washington
Model 3,40506,34000,Full Self-Driving ,No Accidents,531,MN,Minnesota
Model 3,39561,34100,Full Self-Driving ,No Accidents,532,NJ,New Jersey
Model 3,39919,34300,Full Self-Driving ,No Accidents,536,NJ,New Jersey
Model 3,31732,34400,Full Self-Driving ,No Accidents,538,WA,Washington
Model 3,25159,34400,Full Self-Driving ,No Accidents,538,CA,California
Model 3,29779,34400,Full Self-Driving ,Previously Repaired,538,IL,Illinois
Model 3,24899,34600,Enhanced Autopilot,No Accidents,541,CA,California
Model 3,28169,34800,Enhanced Autopilot,No Accidents,545,MD,Maryland
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,AZ,Arizona
Model 3,66484,26900,Enhanced Autopilot,No Accidents,403,NJ,New Jersey
Model 3,69055,27200,Enhanced Autopilot,No Accidents,408,NJ,New Jersey
Model 3,74325,27700,Full Self-Driving ,No Accidents,417,NC,North Carolina
Model 3,55046,28000,Enhanced Autopilot,No Accidents,423,CO,Colorado
Model 3,73673,28200,Full Self-Driving ,No Accidents,426,CA,California
Model 3,94501,28300,Full Self-Driving ,No Accidents,428,MN,Minnesota
Model 3,60169,28700,Autopilot,No Accidents,435,MN,Minnesota
Model 3,36915,28800,Full Self-Driving ,Previously Repaired,437,NC,North Carolina
Model 3,28835,28900,Enhanced Autopilot,No Accidents,439,CA,California
Model 3,44515,29000,Autopilot,No Accidents,441,CA,California
Model 3,72880,29400,Enhanced Autopilot,No Accidents,448,GA,Georgia
Model 3,28657,29900,Autopilot,No Accidents,457,CA,California
Model 3,23289,29900,Enhanced Autopilot,No Accidents,457,IL,Illinois
Model 3,37771,30100,Enhanced Autopilot,No Accidents,460,FL,Florida
Model 3,48601,30300,Full Self-Driving ,No Accidents,464,MD,Maryland
Model 3,46632,30800,Full Self-Driving ,No Accidents,473,MD,Maryland
Model 3,67989,30900,Full Self-Driving ,No Accidents,475,MD,Maryland
Model 3,39546,31000,Enhanced Autopilot,No Accidents,477,CA,California
Model 3,34364,31600,Full Self-Driving ,No Accidents,487,FL,Florida
Model 3,33637,32000,Full Self-Driving ,Previously Repaired,495,FL,Florida
Model 3,41845,32100,Full Self-Driving ,No Accidents,496,AZ,Arizona
Model 3,32681,32100,Enhanced Autopilot,No Accidents,496,MD,Maryland
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,MD,Maryland
Model 3,25926,32800,Enhanced Autopilot,No Accidents,509,MA,Massachusetts
Model 3,38106,32800,Enhanced Autopilot,No Accidents,509,MD,Maryland
Model 3,53423,33100,Full Self-Driving ,No Accidents,514,NC,North Carolina
Model 3,35795,33200,Full Self-Driving ,Previously Repaired,516,CA,California
Model 3,38477,33300,Full Self-Driving ,No Accidents,518,PA,Pennsylvania
Model 3,13316,33400,Enhanced Autopilot,No Accidents,520,GA,Georgia
Model 3,34671,33700,Enhanced Autopilot,No Accidents,525,MN,Minnesota
Model 3,40506,34000,Full Self-Driving ,No Accidents,531,NJ,New Jersey
Model 3,39919,34300,Full Self-Driving ,No Accidents,536,NJ,New Jersey
Model 3,25159,34400,Full Self-Driving ,No Accidents,538,CA,California
Model 3,31732,34400,Full Self-Driving ,No Accidents,538,IL,Illinois
Model 3,24899,34600,Enhanced Autopilot,No Accidents,541,CA,California
Model 3,28169,34800,Enhanced Autopilot,No Accidents,545,MD,Maryland
Model 3,24138,35200,Enhanced Autopilot,No Accidents,552,NJ,New Jersey
Model 3,15867,37300,Full Self-Driving ,No Accidents,590,NJ,New Jersey
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,AZ,Arizona
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,AZ,Arizona
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,AZ,Arizona
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,AZ,Arizona
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,AZ,Arizona
Model 3,73673,28200,Full Self-Driving ,No Accidents,426,CA,California
Model 3,44515,29000,Autopilot,No Accidents,441,CA,California
Model 3,23289,29900,Enhanced Autopilot,No Accidents,457,CA,California
Model 3,13316,33400,Enhanced Autopilot,No Accidents,520,CA,California
Model 3,24138,35200,Enhanced Autopilot,No Accidents,552,CA,California
Model 3,73673,28200,Full Self-Driving ,No Accidents,426,CA,California
Model 3,44515,29000,Autopilot,No Accidents,441,CA,California
Model 3,23289,29900,Enhanced Autopilot,No Accidents,457,CA,California
Model 3,33637,32000,Full Self-Driving ,Previously Repaired,495,CA,California
Model 3,13316,33400,Enhanced Autopilot,No Accidents,520,CA,California
Model 3,24138,35200,Enhanced Autopilot,No Accidents,552,CA,California
Model 3,66484,26900,Enhanced Autopilot,No Accidents,403,NJ,New Jersey
Model 3,69055,27200,Enhanced Autopilot,No Accidents,408,NJ,New Jersey
Model 3,74325,27700,Full Self-Driving ,No Accidents,417,NC,North Carolina
Model 3,55046,28000,Enhanced Autopilot,No Accidents,423,CO,Colorado
Model 3,94501,28300,Full Self-Driving ,No Accidents,428,MN,Minnesota
Model 3,60169,28700,Autopilot,No Accidents,435,MN,Minnesota
Model 3,36915,28800,Full Self-Driving ,Previously Repaired,437,NC,North Carolina
Model 3,28835,28900,Enhanced Autopilot,No Accidents,439,WA,Washington
Model 3,46665,29100,Autopilot,No Accidents,442,CA,California
Model 3,72880,29400,Enhanced Autopilot,No Accidents,448,WA,Washington
Model 3,35241,29800,Full Self-Driving ,No Accidents,455,GA,Georgia
Model 3,28657,29900,Autopilot,No Accidents,457,IL,Illinois
Model 3,37771,30100,Enhanced Autopilot,No Accidents,460,FL,Florida
Model 3,48601,30300,Full Self-Driving ,No Accidents,464,MD,Maryland
Model 3,46632,30800,Full Self-Driving ,No Accidents,473,MD,Maryland
Model 3,67989,30900,Full Self-Driving ,No Accidents,475,MD,Maryland
Model 3,39546,31000,Enhanced Autopilot,No Accidents,477,FL,Florida
Model 3,34364,31600,Full Self-Driving ,No Accidents,487,FL,Florida
Model 3,41845,32100,Full Self-Driving ,No Accidents,496,AZ,Arizona
Model 3,32681,32100,Enhanced Autopilot,No Accidents,496,MD,Maryland
Model 3,40079,32500,Full Self-Driving ,No Accidents,504,MD,Maryland
Model 3,25926,32800,Enhanced Autopilot,No Accidents,509,MA,Massachusetts
Model 3,38106,32800,Enhanced Autopilot,No Accidents,509,MD,Maryland
Model 3,53423,33100,Full Self-Driving ,No Accidents,514,NC,North Carolina
Model 3,35795,33200,Full Self-Driving ,Previously Repaired,516,PA,Pennsylvania
Model 3,38477,33300,Full Self-Driving ,No Accidents,518,GA,Georgia
Model 3,34671,33700,Enhanced Autopilot,No Accidents,525,WA,Washington
Model 3,40506,34000,Full Self-Driving ,No Accidents,531,MN,Minnesota
Model 3,39561,34100,Full Self-Driving ,No Accidents,532,NJ,New Jersey
Model 3,39919,34300,Full Self-Driving ,No Accidents,536,NJ,New Jersey
Model 3,31732,34400,Full Self-Driving ,No Accidents,538,WA,Washington
Model 3,25159,34400,Full Self-Driving ,No Accidents,538,CA,California
Model 3,29779,34400,Full Self-Driving ,Previously Repaired,538,IL,Illinois
Model 3,24899,34600,Enhanced Autopilot,No Accidents,541,MD,Maryland
Model 3,44515,29000,Autopilot,No Accidents,441,CA,California
Model 3,72880,29400,Enhanced Autopilot,No Accidents,448,CA,California
Model 3,33637,32000,Full Self-Driving ,Previously Repaired,495,CA,California
Model 3,24899,34600,Enhanced Autopilot,No Accidents,541,CA,California
Model 3,29414,32700,Autopilot,No Accidents,507,AZ,Arizona
Model 3,33917,37800,Full Self-Driving ,No Accidents,599,AZ,Arizona
Model 3,67663,26500,Enhanced Autopilot,No Accidents,396,CA,California
Model 3,79114,26700,Enhanced Autopilot,No Accidents,399,MN,Minnesota
Model 3,48265,27200,Enhanced Autopilot,No Accidents,408,MD,Maryland
Model 3,29902,28200,Autopilot,No Accidents,426,WA,Washington
Model 3,45398,28800,Enhanced Autopilot,No Accidents,437,MD,Maryland
Model 3,22406,29000,Enhanced Autopilot,Previously Repaired,441,MD,Maryland
Model 3,55210,29000,Enhanced Autopilot,No Accidents,441,TN,Tennessee
Model 3,25909,29500,Autopilot,No Accidents,450,CA,California
Model 3,29113,29500,Autopilot,No Accidents,450,FL,Florida
Model 3,35446,29800,Enhanced Autopilot,No Accidents,455,MN,Minnesota
Model 3,29257,29800,Enhanced Autopilot,No Accidents,455,WA,Washington
Model 3,38181,30100,Full Self-Driving ,No Accidents,460,MD,Maryland
Model 3,16757,30600,Autopilot,No Accidents,469,MD,Maryland
Model 3,20845,30900,Enhanced Autopilot,No Accidents,475,CA,California
Model 3,57568,31200,Enhanced Autopilot,No Accidents,480,IL,Illinois
Model 3,31779,31300,Enhanced Autopilot,No Accidents,482,CA,California
Model 3,27045,31300,Autopilot,No Accidents,482,FL,Florida
Model 3,61346,31600,Full Self-Driving ,No Accidents,487,MN,Minnesota
Model 3,23668,31800,Full Self-Driving ,No Accidents,491,MD,Maryland
Model 3,28665,31800,Enhanced Autopilot,No Accidents,491,MA,Massachusetts
Model 3,27258,32100,Enhanced Autopilot,No Accidents,496,NJ,New Jersey
Model 3,55411,32200,Full Self-Driving ,No Accidents,498,CA,California
Model 3,40881,32200,Full Self-Driving ,Previously Repaired,498,NJ,New Jersey
Model 3,71441,32300,Full Self-Driving ,No Accidents,500,NC,North Carolina
Model 3,37371,33000,Full Self-Driving ,Previously Repaired,513,FL,Florida
Model 3,40704,33400,Enhanced Autopilot,No Accidents,520,CA,California
Model 3,26532,33600,Full Self-Driving ,Previously Repaired,523,FL,Florida
Model 3,23637,34100,Autopilot,No Accidents,532,MN,Minnesota
Model 3,39745,34100,Enhanced Autopilot,No Accidents,532,MN,Minnesota
Model 3,16323,34200,Autopilot,No Accidents,534,CA,California
Model 3,31312,34200,Autopilot,No Accidents,534,MN,Minnesota
Model 3,29106,34300,Enhanced Autopilot,No Accidents,536,NJ,New Jersey
Model 3,26922,34400,Enhanced Autopilot,No Accidents,538,NC,North Carolina
Model 3,50611,34500,Full Self-Driving ,No Accidents,540,IL,Illinois
Model 3,23704,34500,Enhanced Autopilot,No Accidents,540,FL,Florida
Model 3,25641,35000,Autopilot,No Accidents,549,MD,Maryland
Model 3,48254,35500,Full Self-Driving ,No Accidents,558,PA,Pennsylvania
Model 3,12288,35700,Autopilot,No Accidents,561,CA,California
Model 3,41858,35800,Full Self-Driving ,No Accidents,563,NJ,New Jersey
Model 3,30522,36100,Enhanced Autopilot,No Accidents,568,FL,Florida
Model 3,29414,32700,Autopilot,No Accidents,507,AZ,Arizona
Model 3,33917,37800,Full Self-Driving ,No Accidents,599,AZ,Arizona
Model 3,29414,32700,Autopilot,No Accidents,507,AZ,Arizona
Model 3,33917,37800,Full Self-Driving ,No Accidents,599,AZ,Arizona
Model 3,29414,32700,Autopilot,No Accidents,507,AZ,Arizona
Model 3,33917,37800,Full Self-Driving ,No Accidents,599,AZ,Arizona
Model 3,29414,32700,Autopilot,No Accidents,507,AZ,Arizona
Model 3,33917,37800,Full Self-Driving ,No Accidents,599,AZ,Arizona
Model 3,29414,32700,Autopilot,No Accidents,507,AZ,Arizona
Model 3,33917,37800,Full Self-Driving ,No Accidents,599,AZ,Arizona
Model 3,29414,32700,Autopilot,No Accidents,507,AZ,Arizona
Model 3,33917,37800,Full Self-Driving ,No Accidents,599,AZ,Arizona
Model 3,67663,26500,Enhanced Autopilot,No Accidents,396,CA,California
Model 3,25909,29500,Autopilot,No Accidents,450,CA,California
Model 3,31779,31300,Enhanced Autopilot,No Accidents,482,CA,California
Model 3,40881,32200,Full Self-Driving ,Previously Repaired,498,CA,California
Model 3,23637,34100,Autopilot,No Accidents,532,CA,California
Model 3,29106,34300,Enhanced Autopilot,No Accidents,536,CA,California
Model 3,67663,26500,Enhanced Autopilot,No Accidents,396,CA,California
Model 3,25909,29500,Autopilot,No Accidents,450,CA,California
Model 3,31779,31300,Enhanced Autopilot,No Accidents,482,CA,California
Model 3,40881,32200,Full Self-Driving ,Previously Repaired,498,CA,California
Model 3,23637,34100,Autopilot,No Accidents,532,CA,California
Model 3,29106,34300,Enhanced Autopilot,No Accidents,536,CA,California
Model 3,26315,37600,Full Self-Driving ,No Accidents,595,CA,California
Model 3,20845,30900,Enhanced Autopilot,No Accidents,475,CA,California
Model 3,40881,32200,Full Self-Driving ,Previously Repaired,498,CA,California
Model 3,26315,37600,Full Self-Driving ,No Accidents,595,CA,California
Model 3,19156,36600,Autopilot,No Accidents,577,WA,Washington
Model 3,33596,30800,Enhanced Autopilot,No Accidents,473,AZ,Arizona
Model 3,10649,32000,Autopilot,No Accidents,495,AZ,Arizona
Model 3,15911,33200,Autopilot,No Accidents,516,AZ,Arizona
Model 3,33596,30800,Enhanced Autopilot,No Accidents,473,AZ,Arizona
Model 3,10649,32000,Autopilot,No Accidents,495,AZ,Arizona
Model 3,15911,33200,Autopilot,No Accidents,516,AZ,Arizona
Model 3,33596,30800,Enhanced Autopilot,No Accidents,473,AZ,Arizona
Model 3,10649,32000,Autopilot,No Accidents,495,AZ,Arizona
Model 3,15911,33200,Autopilot,No Accidents,516,AZ,Arizona
Model 3,19156,36600,Autopilot,No Accidents,577,WA,Washington
Model 3,33596,30800,Enhanced Autopilot,No Accidents,473,AZ,Arizona
Model 3,10649,32000,Autopilot,No Accidents,495,AZ,Arizona
Model 3,15911,33200,Autopilot,No Accidents,516,AZ,Arizona
Model 3,33596,30800,Enhanced Autopilot,No Accidents,473,AZ,Arizona
Model 3,10649,32000,Autopilot,No Accidents,495,AZ,Arizona
Model 3,15911,33200,Autopilot,No Accidents,516,AZ,Arizona
Model 3,33596,30800,Enhanced Autopilot,No Accidents,473,AZ,Arizona
Model 3,10649,32000,Autopilot,No Accidents,495,AZ,Arizona
Model 3,15911,33200,Autopilot,No Accidents,516,AZ,Arizona
Model 3,38051,27300,Autopilot,No Accidents,410,MD,Maryland
Model 3,42685,27400,Autopilot,No Accidents,412,GA,Georgia
Model 3,34247,27800,Autopilot,No Accidents,419,IL,Illinois
Model 3,32254,27800,Autopilot,Previously Repaired,419,MD,Maryland
Model 3,43292,28400,Autopilot,No Accidents,430,CA,California
Model 3,40657,28600,Autopilot,No Accidents,433,MN,Minnesota
Model 3,44226,28800,Autopilot,No Accidents,437,GA,Georgia
Model 3,41166,28800,Autopilot,No Accidents,437,FL,Florida
Model 3,47857,29000,Enhanced Autopilot,No Accidents,441,MD,Maryland
Model 3,41503,29100,Autopilot,No Accidents,442,CA,California
Model 3,43255,29300,Autopilot,No Accidents,446,FL,Florida
Model 3,37611,29300,Autopilot,No Accidents,446,MD,Maryland
Model 3,30042,29300,Autopilot,No Accidents,446,NJ,New Jersey
Model 3,24532,29400,Autopilot,No Accidents,448,MD,Maryland
Model 3,48206,29400,Enhanced Autopilot,No Accidents,448,MD,Maryland
Model 3,46901,29500,Enhanced Autopilot,No Accidents,450,CA,California
Model 3,30131,29600,Autopilot,No Accidents,451,CA,California
Model 3,26533,29800,Autopilot,No Accidents,455,MD,Maryland
Model 3,36964,29800,Autopilot,No Accidents,455,CA,California
Model 3,16382,29900,Autopilot,No Accidents,457,GA,Georgia
Model 3,22994,30200,Autopilot,No Accidents,462,FL,Florida
Model 3,49711,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,49942,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,32158,30300,Autopilot,No Accidents,464,CA,California
Model 3,38468,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,36116,30300,Autopilot,No Accidents,464,TN,Tennessee
Model 3,35496,30400,Autopilot,No Accidents,466,MD,Maryland
Model 3,15780,30500,Autopilot,Previously Repaired,468,CA,California
Model 3,20444,30500,Autopilot,Previously Repaired,468,FL,Florida
Model 3,29339,30600,Autopilot,No Accidents,469,CA,California
Model 3,31550,30700,Autopilot,No Accidents,471,CA,California
Model 3,34375,30800,Full Self-Driving ,Previously Repaired,473,CA,California
Model 3,27699,30800,Autopilot,No Accidents,473,MD,Maryland
Model 3,27678,30800,Autopilot,No Accidents,473,CA,California
Model 3,27784,30800,Autopilot,No Accidents,473,MD,Maryland
Model 3,26859,30900,Enhanced Autopilot,No Accidents,475,MN,Minnesota
Model 3,32345,31000,Autopilot,No Accidents,477,CA,California
Model 3,27832,31000,Autopilot,No Accidents,477,GA,Georgia
Model 3,30086,31100,Autopilot,No Accidents,478,NJ,New Jersey
Model 3,30215,31100,Autopilot,No Accidents,478,GA,Georgia
Model 3,4829,31100,Autopilot,No Accidents,478,IL,Illinois
Model 3,31582,31100,Autopilot,No Accidents,478,CA,California
Model 3,21801,31200,Autopilot,No Accidents,480,CA,California
Model 3,17484,31400,Autopilot,No Accidents,484,NJ,New Jersey
Model 3,28419,31400,Autopilot,No Accidents,484,IL,Illinois
Model 3,27290,31400,Autopilot,No Accidents,484,CA,California
Model 3,15154,31500,Autopilot,No Accidents,486,CA,California
Model 3,27650,31500,Autopilot,No Accidents,486,MD,Maryland
Model 3,29415,31500,Autopilot,No Accidents,486,GA,Georgia
Model 3,33596,30800,Enhanced Autopilot,No Accidents,473,AZ,Arizona
Model 3,10649,32000,Autopilot,No Accidents,495,AZ,Arizona
Model 3,15911,33200,Autopilot,No Accidents,516,AZ,Arizona
Model 3,43292,28400,Autopilot,No Accidents,430,CA,California
Model 3,41503,29100,Autopilot,No Accidents,442,CA,California
Model 3,46901,29500,Enhanced Autopilot,No Accidents,450,CA,California
Model 3,30131,29600,Autopilot,No Accidents,451,CA,California
Model 3,49711,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,49942,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,32158,30300,Autopilot,No Accidents,464,CA,California
Model 3,38468,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,29339,30600,Autopilot,No Accidents,469,CA,California
Model 3,31550,30700,Autopilot,No Accidents,471,CA,California
Model 3,27678,30800,Autopilot,No Accidents,473,CA,California
Model 3,27832,31000,Autopilot,No Accidents,477,CA,California
Model 3,17484,31400,Autopilot,No Accidents,484,CA,California
Model 3,28419,31400,Autopilot,No Accidents,484,CA,California
Model 3,27650,31500,Autopilot,No Accidents,486,CA,California
Model 3,29415,31500,Autopilot,No Accidents,486,CA,California
Model 3,28221,31600,Autopilot,No Accidents,487,CA,California
Model 3,21748,31900,Autopilot,No Accidents,493,CA,California
Model 3,20395,32300,Autopilot,No Accidents,500,CA,California
Model 3,22457,32400,Autopilot,No Accidents,502,CA,California
Model 3,12968,33100,Autopilot,No Accidents,514,CA,California
Model 3,47438,33100,Autopilot,No Accidents,514,CA,California
Model 3,16241,33300,Autopilot,No Accidents,518,CA,California
Model 3,10624,33300,Autopilot,No Accidents,518,CA,California
Model 3,25710,33500,Enhanced Autopilot,No Accidents,522,CA,California
Model 3,28892,33800,Full Self-Driving ,No Accidents,527,CA,California
Model 3,13623,34800,Full Self-Driving ,No Accidents,545,CA,California
Model 3,26728,35100,Full Self-Driving ,No Accidents,550,CA,California
Model 3,27092,35700,Autopilot,No Accidents,561,CA,California
Model 3,23925,36300,Autopilot,No Accidents,572,CA,California
Model 3,15885,36400,Enhanced Autopilot,No Accidents,574,CA,California
Model 3,21881,37300,Autopilot,No Accidents,590,CA,California
Model 3,43292,28400,Autopilot,No Accidents,430,CA,California
Model 3,41503,29100,Autopilot,No Accidents,442,CA,California
Model 3,46901,29500,Enhanced Autopilot,No Accidents,450,CA,California
Model 3,30131,29600,Autopilot,No Accidents,451,CA,California
Model 3,49942,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,32158,30300,Autopilot,No Accidents,464,CA,California
Model 3,49711,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,38468,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,29339,30600,Autopilot,No Accidents,469,CA,California
Model 3,31550,30700,Autopilot,No Accidents,471,CA,California
Model 3,27678,30800,Autopilot,No Accidents,473,CA,California
Model 3,27832,31000,Autopilot,No Accidents,477,CA,California
Model 3,17484,31400,Autopilot,No Accidents,484,CA,California
Model 3,28419,31400,Autopilot,No Accidents,484,CA,California
Model 3,27650,31500,Autopilot,No Accidents,486,CA,California
Model 3,29415,31500,Autopilot,No Accidents,486,CA,California
Model 3,28221,31600,Autopilot,No Accidents,487,CA,California
Model 3,21748,31900,Autopilot,No Accidents,493,CA,California
Model 3,20395,32300,Autopilot,No Accidents,500,CA,California
Model 3,22457,32400,Autopilot,No Accidents,502,CA,California
Model 3,12968,33100,Autopilot,No Accidents,514,CA,California
Model 3,47438,33100,Autopilot,No Accidents,514,CA,California
Model 3,10624,33300,Autopilot,No Accidents,518,CA,California
Model 3,16241,33300,Autopilot,No Accidents,518,CA,California
Model 3,25710,33500,Enhanced Autopilot,No Accidents,522,CA,California
Model 3,28892,33800,Full Self-Driving ,No Accidents,527,CA,California
Model 3,13623,34800,Full Self-Driving ,No Accidents,545,CA,California
Model 3,26728,35100,Full Self-Driving ,No Accidents,550,CA,California
Model 3,27092,35700,Autopilot,No Accidents,561,CA,California
Model 3,23925,36300,Autopilot,No Accidents,572,CA,California
Model 3,15885,36400,Enhanced Autopilot,No Accidents,574,CA,California
Model 3,21881,37300,Autopilot,No Accidents,590,CA,California
Model 3,43292,28400,Autopilot,No Accidents,430,CA,California
Model 3,41503,29100,Autopilot,No Accidents,442,CA,California
Model 3,46901,29500,Enhanced Autopilot,No Accidents,450,CA,California
Model 3,30131,29600,Autopilot,No Accidents,451,CA,California
Model 3,36964,29800,Autopilot,No Accidents,455,CA,California
Model 3,49942,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,32158,30300,Autopilot,No Accidents,464,CA,California
Model 3,49711,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,38468,30300,Enhanced Autopilot,No Accidents,464,CA,California
Model 3,15780,30500,Autopilot,Previously Repaired,468,CA,California
Model 3,29339,30600,Autopilot,No Accidents,469,CA,California
Model 3,31550,30700,Autopilot,No Accidents,471,CA,California
Model 3,27678,30800,Autopilot,No Accidents,473,CA,California
Model 3,27832,31000,Autopilot,No Accidents,477,CA,California
Model 3,17484,31400,Autopilot,No Accidents,484,CA,California
Model 3,28419,31400,Autopilot,No Accidents,484,CA,California
Model 3,27650,31500,Autopilot,No Accidents,486,CA,California
Model 3,29415,31500,Autopilot,No Accidents,486,CA,California
Model 3,28221,31600,Autopilot,No Accidents,487,CA,California
Model 3,21748,31900,Autopilot,No Accidents,493,CA,California
Model 3,21311,32000,Autopilot,No Accidents,495,CA,California
Model 3,20395,32300,Autopilot,No Accidents,500,CA,California
Model 3,22457,32400,Autopilot,No Accidents,502,CA,California
Model 3,12968,33100,Autopilot,No Accidents,514,CA,California
Model 3,47438,33100,Autopilot,No Accidents,514,CA,California
Model 3,10624,33300,Autopilot,No Accidents,518,CA,California
Model 3,16241,33300,Autopilot,No Accidents,518,CA,California
Model 3,25710,33500,Enhanced Autopilot,No Accidents,522,CA,California
Model 3,28892,33800,Full Self-Driving ,No Accidents,527,CA,California
Model 3,13623,34800,Full Self-Driving ,No Accidents,545,CA,California
Model 3,26728,35100,Full Self-Driving ,No Accidents,550,CA,California
Model 3,27092,35700,Autopilot,No Accidents,561,CA,California
Model 3,23925,36300,Autopilot,No Accidents,572,CA,California
Model 3,15885,36400,Enhanced Autopilot,No Accidents,574,CA,California
Model 3,21881,37300,Autopilot,No Accidents,590,CA,California
Model 3,38051,27300,Autopilot,No Accidents,410,MD,Maryland
Model 3,42685,27400,Autopilot,No Accidents,412,GA,Georgia
